@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-13,15-25,27-29,31-39,41-52,54-76,78-86,88-92,94-120,122-131,133-179,181-186'

@attribute color_bgr_g_intensity1 numeric
@attribute color_lab_a_mean numeric
@attribute color_lab_b_variance numeric
@attribute color_lab_l_intensity2 numeric
@attribute color_luv_u_variance numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_intensity1 numeric
@attribute color_norm_r_frequency1 numeric
@attribute haralick_lab_b_correlation numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_g_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.051793,-0.08251,-0.974823,0.225806,-0.970912,-0.995605,-0.431373,-0.44,-0.139373,-0.972758,-0.944074,NON_ULCER
-0.067729,0.099714,-0.955411,0.008065,-0.944207,-0.991887,-0.45098,-0.528,-0.319693,-0.82407,-0.776848,NON_ULCER
-0.410359,0.218712,-0.967306,-0.080645,-0.842287,-0.950655,-0.313725,-0.776,0.032183,-0.847251,-0.849856,NON_ULCER
-0.139442,-0.31793,-0.973284,-0.145161,-0.952112,-0.987984,-0.490196,-0.824,-0.848373,-0.854299,-0.440446,NON_ULCER
-0.482072,0.238687,-0.933472,-0.25,-0.859406,-0.956482,-0.284314,-0.48,0.757113,-0.964403,-0.842431,NON_ULCER
0.01992,0.054395,-0.956916,0.016129,-0.902336,-0.973632,-0.411765,-0.888,-0.699792,-0.84955,-0.906303,NON_ULCER
-0.498008,0.065912,-0.952525,-0.217742,-0.987523,-0.992555,-0.382353,-0.912,-0.346987,-0.92164,-0.463515,NON_ULCER
0.075697,-0.026314,-0.991578,0.217742,-0.948299,-0.987675,-0.441176,-0.528,0.074208,-0.963947,-0.878265,NON_ULCER
-0.338645,0.25757,-0.945368,-0.120968,-0.958421,-0.985579,-0.313725,-0.208,0.504371,-0.941333,-0.873757,NON_ULCER
-0.01992,-0.056374,-0.961792,0.080645,-0.949499,-0.992542,-0.421569,-0.424,-0.066339,-0.954426,-0.935248,NON_ULCER
-0.043825,-0.176017,-0.924127,0.064516,-0.947406,-0.994755,-0.470588,-0.416,-0.381693,-0.855253,-0.869043,NON_ULCER
-0.434263,0.260629,-0.972051,-0.354839,-0.942177,-0.992549,-0.284314,-0.528,-0.476076,-0.954501,-0.913947,NON_ULCER
-0.23506,0.166984,-0.956601,-0.072581,-0.916347,-0.980401,-0.401961,-0.632,-0.047613,-0.897623,-0.825829,NON_ULCER
-0.537849,-0.054789,-0.973994,-0.419355,-0.927029,-0.975569,-0.323529,-0.84,-0.670586,-0.889643,-0.849205,NON_ULCER
-0.450199,0.248688,-0.841327,-0.322581,-0.760531,-0.969453,-0.323529,-0.808,-0.105691,-0.863056,-0.862975,NON_ULCER
0.131474,-0.182998,-0.870171,0.241935,-0.76021,-0.989405,-0.480392,-0.664,-0.043456,-0.880021,0.304574,NON_ULCER
-0.282869,-0.006294,-0.913783,-0.080645,-0.954277,-0.99113,-0.352941,-0.544,-0.478005,-0.964239,-0.796099,NON_ULCER
-0.784861,-0.083083,-0.960688,-0.733871,-0.766979,-0.828538,-0.22549,-0.968,-0.906607,-0.914464,-0.924739,NON_ULCER
-0.195219,0.191339,-0.947871,-0.008065,-0.820062,-0.990478,-0.343137,-0.432,-0.214957,-0.914473,-0.898407,NON_ULCER
-0.051793,-0.080845,-0.965147,0.048387,-0.925566,-0.993274,-0.421569,-0.416,-0.193117,-0.917456,-0.858229,NON_ULCER
-0.434263,0.31992,-0.94018,-0.330645,-0.952021,-0.985351,-0.186275,-0.608,-0.136508,-0.959091,-0.920392,NON_ULCER
-0.075697,0.070271,-0.977741,0.080645,-0.897452,-0.989206,-0.441176,-0.496,-0.029594,-0.869254,-0.271694,NON_ULCER
-0.61753,0.032783,-0.943284,-0.491935,-0.829457,-0.93359,-0.352941,-0.904,-0.56364,-0.876602,-0.842493,NON_ULCER
-0.513944,0.296538,-0.817987,-0.395161,-0.600488,-0.884337,-0.117647,-0.848,-0.178689,-0.874488,-0.874078,NON_ULCER
-0.243028,0.106122,-0.983434,-0.064516,-0.930492,-0.989873,-0.333333,-0.536,-0.367494,-0.909125,-0.925311,NON_ULCER
-0.370518,0.164886,-0.920941,-0.266129,-0.53216,-0.966153,-0.284314,-0.416,0.002979,-0.89449,-0.763077,NON_ULCER
-0.266932,0.156813,-0.952383,0.008065,-0.893407,-0.9824,-0.392157,-0.76,0.096799,-0.943418,-0.908651,NON_ULCER
-0.131474,0.024422,-0.98656,0.104839,-0.975005,-0.993086,-0.382353,-0.496,-0.34988,-0.978526,-0.092794,NON_ULCER
-0.266932,0.231419,-0.958222,-0.080645,-0.990297,-0.995733,-0.333333,-0.4,-0.086329,-0.977681,-0.945858,NON_ULCER
-0.266932,0.199652,-0.954534,-0.08871,-0.961573,-0.993986,-0.303922,-0.512,0.020406,-0.959731,-0.925128,NON_ULCER
-0.298805,0.206368,-0.90702,-0.169355,-0.954013,-0.994521,-0.362745,-0.584,-0.357762,-0.984561,-0.879274,NON_ULCER
-0.258964,0.110345,-0.982225,-0.008065,-0.978747,-0.994009,-0.343137,-0.456,-0.385703,-0.986224,-0.571088,NON_ULCER
-0.40239,0.299522,-0.986894,-0.16129,-0.96451,-0.979642,-0.313725,-0.712,-0.553382,-0.934783,-0.893099,NON_ULCER
-0.258964,0.039524,-0.95684,-0.096774,-0.935402,-0.96974,-0.411765,-0.768,-0.600744,-0.784703,-0.858737,NON_ULCER
-0.23506,0.202428,-0.969431,-0.032258,-0.971338,-0.994624,-0.352941,-0.424,-0.072917,-0.967808,-0.123339,NON_ULCER
-0.282869,0.254355,-0.977692,-0.080645,-0.982663,-0.996583,-0.294118,-0.568,-0.333664,-0.9834,-0.9387,NON_ULCER
-0.2749,0.145817,-0.909874,-0.201613,-0.89136,-0.973744,-0.333333,-0.496,0.05441,-0.919936,-0.836112,NON_ULCER
0.243028,0.027328,-0.981588,0.41129,-0.956875,-0.99769,-0.480392,-0.904,-0.965297,-0.891724,-0.815119,NON_ULCER
-0.856574,0.027225,-0.969534,-0.75,-0.91552,-0.783923,-0.264706,-0.96,-0.883374,-0.837143,-0.925121,NON_ULCER
0.027888,0.01949,-0.987433,0.137097,-0.974398,-0.994593,-0.460784,-0.96,-0.979567,-0.88503,-0.920699,NON_ULCER
-0.298805,0.207823,-0.946967,-0.112903,-0.987487,-0.996636,-0.284314,-0.52,-0.419895,-0.972014,-0.928402,NON_ULCER
-0.40239,0.122541,-0.978326,-0.16129,-0.971935,-0.992406,-0.303922,-0.432,-0.261126,-0.983484,-0.932891,NON_ULCER
-0.426295,0.281364,-0.975674,-0.233871,-0.901736,-0.982157,-0.284314,-0.512,0.124484,-0.925278,-0.862333,NON_ULCER
-0.338645,0.232906,-0.878355,-0.112903,-0.988436,-0.993746,-0.382353,-0.952,0.111562,-0.950885,-0.914678,NON_ULCER
-0.394422,0.069511,-0.912442,-0.225806,-0.957929,-0.986697,-0.284314,-0.96,-0.695287,-0.843904,-0.842172,NON_ULCER
-0.290837,0.125747,-0.983968,-0.120968,-0.983606,-0.997207,-0.313725,-0.376,-0.397548,-0.986559,-0.539571,NON_ULCER
-0.354582,0.23537,-0.939719,-0.104839,-0.978234,-0.990473,-0.323529,-0.472,0.199814,-0.968059,-0.945794,NON_ULCER
-0.314741,0.214112,-0.976278,-0.096774,-0.945023,-0.97723,-0.362745,-0.704,-0.484161,-0.948509,-0.838898,NON_ULCER
-0.378486,0.095484,-0.963506,-0.129032,-0.88624,-0.967217,-0.372549,-0.768,-0.546905,-0.715749,-0.859805,NON_ULCER
-0.179283,0.029988,-0.934497,-0.024194,-0.982651,-0.992115,-0.431373,-0.776,-0.579398,-0.900717,-0.911538,NON_ULCER
-0.163347,0.088281,-0.8682,-0.024194,-0.624874,-0.946244,-0.362745,-0.84,-0.28695,-0.862417,-0.862663,NON_ULCER
-0.418327,0.159515,-0.986487,-0.096774,-0.976807,-0.988666,-0.382353,-0.896,-0.912212,-0.920081,-0.958495,NON_ULCER
-0.314741,0.168143,-0.926164,0.080645,-0.963323,-0.989958,-0.333333,-0.216,0.294849,-0.897947,-0.93304,NON_ULCER
-0.243028,0.160455,-0.958909,0.032258,-0.958927,-0.991182,-0.323529,-0.384,-0.33918,-0.972831,-0.92083,NON_ULCER
-0.306773,0.226627,-0.986986,-0.008065,-0.980033,-0.995837,-0.313725,-0.304,-0.051479,-0.977079,-0.911655,NON_ULCER
-0.250996,0.125583,-0.968425,-0.056452,-0.961986,-0.995357,-0.333333,-0.36,-0.02508,-0.924928,-0.85729,NON_ULCER
-0.075697,-0.000928,-0.960626,0.048387,-0.928088,-0.993306,-0.431373,-0.616,-0.356932,-0.935671,-0.91305,NON_ULCER
0.043825,0.099959,-0.988132,0.403226,-0.97671,-0.992766,-0.480392,-0.976,-0.990335,-0.928539,-0.930592,NON_ULCER
-0.513944,0.149289,-0.976187,-0.282258,-0.969743,-0.987177,-0.264706,-0.296,-0.009191,-0.97706,-0.510683,NON_ULCER
-0.298805,0.200266,-0.955464,-0.120968,-0.932659,-0.991105,-0.343137,-0.456,-0.280331,-0.881953,-0.867159,NON_ULCER
-0.386454,0.281094,-0.937237,-0.169355,-0.941911,-0.981367,-0.303922,-0.616,-0.132984,-0.950537,-0.864832,NON_ULCER
-0.665339,0.403544,-0.904384,-0.548387,-0.95073,-0.87044,-0.147059,-0.84,-0.472546,-0.832644,-0.884307,ULCER
-0.52988,0.313777,-0.82969,-0.290323,-0.771252,-0.922318,-0.27451,-0.872,-0.302869,-0.675175,-0.761138,ULCER
1,0.358966,-0.990826,0,-0.983087,-0.987445,-0.323529,-0.992,-0.997413,-0.967133,-0.992242,ULCER
-0.681275,0.264148,-0.949851,-0.508065,-0.918252,-0.961881,-0.176471,-0.68,-0.301215,-0.97095,-0.895037,ULCER
-0.752988,0.297706,-0.661247,-0.387097,-0.730993,-0.833751,-0.137255,-0.824,-0.12146,-0.906258,-0.889684,ULCER
-0.729084,0.156131,-0.854506,-0.612903,-0.919469,-0.929894,-0.117647,-0.8,-0.40722,-0.97056,-0.895879,ULCER
-0.537849,0.308522,-0.957855,-0.33871,-0.967863,-0.981223,-0.284314,-0.776,-0.702442,-0.974829,-0.900957,ULCER
-0.665339,0.305838,-0.859484,-0.491935,-0.925333,-0.977798,-0.196078,-0.816,-0.445531,-0.949526,-0.927863,ULCER
-0.673307,0.372713,-0.819338,-0.403226,-0.954811,-0.971029,-0.147059,-0.768,-0.060326,-0.92315,-0.895284,ULCER
-0.155378,0.211451,-0.945678,-0.137097,-0.975018,-0.957163,-0.490196,-0.992,-0.993182,-0.839047,-0.979346,ULCER
-0.689243,0.292894,-0.924946,-0.491935,-0.873758,-0.942839,-0.22549,-0.704,0.412646,-0.899244,-0.904111,ULCER
-0.553785,0.290455,-0.911359,-0.298387,-0.948336,-0.96829,-0.401961,-0.904,-0.658237,-0.891279,-0.875683,ULCER
-0.673307,0.425889,-0.867236,-0.427419,-0.842211,-0.95526,-0.166667,-0.704,0.204777,-0.908888,-0.892404,ULCER
-0.163347,0.087094,-0.958559,0.08871,-0.93425,-0.973205,-0.480392,-0.864,-0.891401,-0.777234,-0.928818,ULCER
-0.689243,0.334298,-0.892983,-0.451613,-0.799766,-0.975143,-0.127451,-0.584,0.166717,-0.960503,-0.942847,ULCER
-0.760956,0.177468,-0.784309,-0.516129,-0.918028,-0.862194,-0.186275,-0.848,-0.251353,-0.721413,-0.827318,ULCER
1,0.054243,-0.990617,-0.129032,-0.984042,-0.990849,-0.45098,-0.992,-0.999298,-0.950708,-0.985438,ULCER
-0.545817,0.03701,-0.867803,-0.290323,-0.760169,-0.906394,-0.333333,-0.824,-0.462264,-0.790034,-0.773162,ULCER
-0.673307,0.243954,-0.940972,-0.508065,-0.940448,-0.955933,-0.245098,-0.8,-0.209391,-0.917625,-0.857009,ULCER
-0.498008,0.226795,-0.98013,-0.048387,-0.989981,-0.960329,-0.401961,-0.984,-0.994087,-0.88935,-0.962385,ULCER
-0.665339,0.232531,-0.894998,-0.491935,-0.737873,-0.91713,-0.137255,-0.752,0.181863,-0.921798,-0.856072,ULCER
-0.442231,0.049816,-0.945615,-0.33871,-0.846861,-0.984541,-0.372549,-0.824,-0.37602,-0.922457,-0.925858,ULCER
-0.577689,0.327522,-0.780902,-0.41129,-0.702845,-0.92264,-0.294118,-0.8,0.587491,-0.921218,-0.808251,ULCER
-0.601594,0.297701,-0.987187,-0.322581,-0.925193,-0.925148,-0.147059,-0.88,-0.310862,-0.942428,-0.894626,ULCER
-0.816733,0.326495,-0.682827,-0.620968,-0.788628,-0.930422,0.166667,-0.912,-0.429906,-0.967158,-0.910851,ULCER
-0.641434,0.288898,-0.903873,-0.435484,-0.696774,-0.922707,-0.147059,-0.704,-0.324079,-0.92416,-0.911433,ULCER
-0.705179,0.38844,-0.939486,-0.516129,-0.977981,-0.955835,-0.078431,-0.68,-0.095567,-0.984313,-0.938542,ULCER
-0.601594,0.254371,-0.945358,-0.387097,-0.955663,-0.983543,-0.254902,-0.888,-0.206952,-0.981936,-0.942567,ULCER
-0.61753,0.347977,-0.964444,-0.427419,-0.958168,-0.968032,-0.196078,-0.736,0.062005,-0.973643,-0.935582,ULCER
-0.577689,0.272197,-0.965026,-0.298387,-0.957696,-0.944697,-0.186275,-0.728,-0.339526,-0.893524,-0.93187,ULCER
-0.673307,0.312984,-0.942308,-0.483871,-0.929897,-0.970307,-0.245098,-0.896,-0.216476,-0.980594,-0.926335,ULCER
-0.760956,0.327544,-0.949468,-0.467742,-0.961878,-0.940211,-0.009804,-0.808,-0.183382,-0.977314,-0.919284,ULCER
-0.354582,0.057329,-0.98518,-0.153226,-0.923459,-0.969904,-0.392157,-0.72,-0.42511,-0.933656,-0.844594,ULCER
-0.585657,0.275159,-0.981736,-0.483871,-0.876443,-0.885644,-0.088235,-0.872,-0.525062,-0.957051,-0.805796,ULCER
-0.498008,0.194961,-0.980996,-0.346774,-0.956138,-0.983225,-0.333333,-0.6,-0.407235,-0.961713,-0.821531,ULCER
-0.625498,0.226708,-0.976858,-0.403226,-0.96395,-0.972008,-0.22549,-0.56,0.225356,-0.96978,-0.859367,ULCER
-0.768924,0.403782,-0.759742,-0.532258,-0.928019,-0.956144,0.068627,-0.84,-0.191347,-0.984035,-0.918984,ULCER
-0.74502,0.413213,-0.977516,-0.467742,-0.959189,-0.941057,-0.107843,-0.848,-0.492041,-0.985508,-0.951773,ULCER
-0.74502,0.355489,-0.942309,-0.467742,-0.94574,-0.951665,-0.058824,-0.896,-0.199613,-0.965978,-0.880894,ULCER
-0.553785,0.223088,-0.955675,-0.435484,-0.886581,-0.97235,-0.27451,-0.608,0.110048,-0.967594,-0.899689,ULCER
-0.641434,0.198268,-0.848848,-0.491935,-0.868738,-0.932931,-0.245098,-0.568,-0.032031,-0.967723,-0.921802,ULCER
-0.665339,0.168504,-0.870291,-0.540323,-0.931824,-0.979718,-0.22549,-0.712,-0.223917,-0.975459,-0.910581,ULCER
0.171315,0.170328,-0.994787,0.370968,-0.993521,-0.996021,-0.480392,-0.984,-0.997952,-0.950274,-0.963959,ULCER
-0.322709,0.111356,-0.932711,-0.169355,-0.728115,-0.963475,-0.392157,-0.864,-0.680251,-0.839071,-0.84412,ULCER
-0.61753,0.343286,-0.969742,-0.314516,-0.974407,-0.952765,-0.343137,-0.952,-0.487593,-0.934659,-0.897334,ULCER
-0.633466,0.350496,-0.966229,-0.419355,-0.910319,-0.932484,-0.107843,-0.768,0.114401,-0.956709,-0.865089,ULCER
-0.61753,0.34976,-0.651718,-0.403226,-0.88498,-0.903349,-0.254902,-0.696,0.238885,-0.956565,-0.885931,ULCER
-0.864542,0.134567,-0.965973,-0.637097,-0.946282,-0.952881,-0.117647,-0.736,-0.485122,-0.963562,-0.900916,ULCER
-0.601594,0.375166,-0.809087,-0.33871,-0.735081,-0.930332,-0.176471,-0.576,0.484071,-0.864803,-0.738143,ULCER
-0.290837,0.069293,-0.9518,-0.096774,-0.982695,-0.992165,-0.392157,-0.608,-0.114212,-0.93891,-0.815367,NON_ULCER
-0.187251,0.021048,-0.929254,0.008065,-0.959865,-0.991165,-0.490196,-0.728,-0.017596,-0.737319,-0.727587,NON_ULCER
-0.219124,0.031035,-0.97665,-0.056452,-0.994252,-0.997996,-0.392157,-0.36,-0.149503,-0.943045,-0.847834,NON_ULCER
-0.49004,0.05811,-0.853537,-0.346774,-0.948822,-0.977648,-0.303922,-0.568,0.000184,-0.927055,-0.679537,NON_ULCER
-0.585657,0.089054,-0.974572,-0.451613,-0.992959,-0.989463,-0.323529,-0.92,-0.352277,-0.975922,-0.771245,NON_ULCER
-0.346614,0.188247,-0.98564,-0.129032,-0.954512,-0.979127,-0.441176,-0.952,-0.697372,-0.868795,-0.879396,NON_ULCER
-0.370518,0.043384,-0.965113,-0.064516,-0.983629,-0.991597,-0.411765,-0.496,-0.396418,-0.967744,-0.920155,NON_ULCER
-0.322709,0.00389,-0.94598,-0.217742,-0.994116,-0.996366,-0.372549,-0.528,-0.212879,-0.982927,-0.919361,NON_ULCER
-0.179283,0.017899,-0.984957,0.024194,-0.985572,-0.995607,-0.401961,-0.536,-0.469537,-0.954089,-0.912955,NON_ULCER
-0.450199,0.19453,-0.929004,-0.258065,-0.965499,-0.97897,-0.421569,-0.944,-0.209842,-0.817028,-0.868143,NON_ULCER
-0.330677,0.035137,-0.982004,0,-0.959694,-0.980485,-0.421569,-0.496,0.178705,-0.980525,-0.8728,NON_ULCER
-0.282869,0.009037,-0.962619,-0.16129,-0.992876,-0.996025,-0.362745,-0.152,0.01769,-0.98434,-0.901089,NON_ULCER
-0.545817,0.107918,-0.959562,-0.274194,-0.991741,-0.985343,-0.294118,-0.416,-0.007104,-0.966488,-0.571852,NON_ULCER
-0.36255,0.050964,-0.965574,-0.16129,-0.991838,-0.986716,-0.362745,-0.272,-0.144355,-0.984342,-0.901711,NON_ULCER
-0.051793,0.048619,-0.986738,0.112903,-0.983078,-0.991247,-0.431373,-0.504,-0.480828,-0.951144,-0.862297,NON_ULCER
-0.577689,0.188396,-0.971605,-0.282258,-0.952416,-0.981039,-0.284314,-0.448,0.114111,-0.979605,-0.430873,NON_ULCER
-0.378486,0.088433,-0.925155,-0.217742,-0.984147,-0.98374,-0.352941,-0.48,-0.089573,-0.920364,-0.898635,NON_ULCER
-0.211155,-0.062562,-0.886137,-0.016129,-0.879509,-0.994048,-0.392157,-0.312,-0.032786,-0.963662,-0.886546,NON_ULCER
-0.2749,-0.076831,-0.923737,-0.072581,-0.894112,-0.994165,-0.460784,-0.792,-0.008614,-0.966252,-0.871789,NON_ULCER
-0.689243,-0.077383,-0.973324,-0.491935,-0.976204,-0.948042,-0.352941,-0.976,-0.988462,-0.904418,-0.9565,NON_ULCER
-0.23506,0.031559,-0.99411,-0.080645,-0.986056,-0.995661,-0.392157,-0.368,-0.479782,-0.990701,-0.918841,NON_ULCER
-0.099602,-0.022512,-0.982902,0.072581,-0.992752,-0.997675,-0.431373,0.176,0.099098,-0.962374,-0.89105,NON_ULCER
-0.243028,0.043443,-0.952578,-0.080645,-0.952437,-0.991566,-0.421569,-0.184,0.049982,-0.80702,-0.808984,NON_ULCER
-0.338645,0.138141,-0.991496,-0.217742,-0.946442,-0.982905,-0.323529,-0.336,0.2224,-0.961617,-0.900981,NON_ULCER
-0.306773,0.16297,-0.974625,-0.16129,-0.898786,-0.972611,-0.401961,-0.544,-0.496798,-0.881607,-0.431057,NON_ULCER
-0.498008,0.143967,-0.945887,-0.330645,-0.951971,-0.993025,-0.303922,-0.424,-0.176547,-0.98366,-0.952014,NON_ULCER
-0.386454,0.088809,-0.961575,-0.217742,-0.978185,-0.979409,-0.421569,-0.368,0.083258,-0.870233,-0.851165,NON_ULCER
-0.083665,0.203358,-0.988973,0.120968,-0.993069,-0.995175,-0.441176,-0.872,-0.970129,-0.906337,-0.953168,NON_ULCER
-0.227092,-0.141974,-0.969113,-0.104839,-0.989993,-0.993145,-0.441176,-0.088,-0.15771,-0.970781,-0.858135,NON_ULCER
-0.322709,0.124334,-0.940633,-0.233871,-0.974982,-0.982321,-0.431373,-0.888,-0.359689,-0.895226,-0.903409,NON_ULCER
-0.067729,0.040822,-0.986664,0,-0.992046,-0.998213,-0.441176,-0.456,-0.626236,-0.93354,-0.938596,NON_ULCER
-0.474104,0.255296,-0.920977,-0.258065,-0.812569,-0.950518,-0.411765,-0.92,-0.29546,-0.747374,-0.902197,NON_ULCER
-0.474104,-0.102194,-0.979182,-0.330645,-0.985248,-0.989133,-0.392157,-0.776,-0.713588,-0.967348,-0.840315,NON_ULCER
-0.187251,0.035369,-0.922464,-0.048387,-0.910498,-0.98109,-0.441176,-0.2,0.552612,-0.926297,-0.812322,NON_ULCER
-0.123506,0.003874,-0.977656,0.040323,-0.976992,-0.995074,-0.441176,0.128,0.286466,-0.962163,-0.896398,NON_ULCER
-0.075697,-0.01391,-0.992094,0.072581,-0.987956,-0.998633,-0.441176,-0.416,-0.392867,-0.989463,-0.970929,NON_ULCER
-0.258964,0.055298,-0.987627,-0.048387,-0.980095,-0.995536,-0.401961,-0.512,-0.485976,-0.951266,-0.928205,NON_ULCER
-0.386454,0.215252,-0.993481,-0.201613,-0.994218,-0.993829,-0.323529,-0.472,-0.343622,-0.984463,-0.67906,NON_ULCER
-0.346614,0.09593,-0.98116,-0.064516,-0.984615,-0.990867,-0.372549,-0.736,-0.642493,-0.936398,-0.936395,NON_ULCER
-0.386454,0.083285,-0.950471,-0.266129,-0.987088,-0.965158,-0.441176,-0.552,0.175265,-0.913398,-0.832353,NON_ULCER
-0.298805,0.083801,-0.974478,-0.112903,-0.93359,-0.974183,-0.441176,-0.64,-0.274456,-0.917535,-0.825665,NON_ULCER
-0.386454,-0.032778,-0.961294,-0.25,-0.936864,-0.98898,-0.411765,-0.648,-0.490783,-0.943616,-0.862393,NON_ULCER
-0.609562,0.391984,-0.864478,-0.475806,-0.847048,-0.960349,-0.196078,-0.672,-0.012749,-0.850043,-0.533196,NON_ULCER
-0.083665,0.045797,-0.964271,0.080645,-0.992208,-0.996024,-0.441176,-0.696,-0.858993,-0.911083,-0.84004,NON_ULCER
-0.386454,0.159752,-0.874549,-0.193548,-0.960148,-0.975496,-0.382353,-0.584,-0.210493,-0.957138,-0.875633,NON_ULCER
-0.322709,0.0687,-0.982523,-0.080645,-0.994018,-0.99448,-0.411765,-0.248,-0.34822,-0.900259,-0.821624,NON_ULCER
-0.482072,0.041731,-0.966426,-0.282258,-0.98861,-0.994835,-0.333333,-0.2,0.056456,-0.96015,-0.834639,NON_ULCER
-0.505976,0.170607,-0.894274,-0.258065,-0.949113,-0.957263,-0.343137,-0.44,0.368046,-0.931141,-0.33896,NON_ULCER
-0.322709,0.087873,-0.982813,-0.209677,-0.986704,-0.995164,-0.382353,-0.592,-0.571041,-0.94741,-0.905937,NON_ULCER
-0.577689,0.310337,-0.897582,-0.370968,-0.58045,-0.958022,-0.215686,-0.816,-0.283416,-0.951009,-0.881746,ULCER
0.171315,-0.101719,-0.947545,0.16129,-0.916435,-0.965676,-0.490196,-0.856,-0.822095,-0.797865,-0.72109,ULCER
-0.482072,0.104825,-0.910403,-0.274194,-0.935432,-0.988394,-0.343137,-0.768,-0.677667,-0.965271,-0.920051,ULCER
-0.282869,0.109952,-0.957597,-0.290323,-0.958692,-0.9632,-0.372549,-0.592,-0.18629,-0.889229,-0.882853,ULCER
1,0.156375,-0.982798,-0.016129,-0.954989,-0.996353,-0.362745,-0.992,-0.99953,-0.985259,-0.985913,ULCER
-0.450199,0.252682,-0.960972,-0.258065,-0.936676,-0.962946,-0.294118,-0.728,-0.333344,-0.914988,-0.831421,ULCER
-0.593625,0.410685,-0.748472,-0.41129,-0.357114,-0.861571,-0.04902,-0.728,0.126579,-0.83622,-0.792786,ULCER
-0.314741,0.30478,-0.98229,0.040323,-0.969045,-0.988382,-0.372549,-0.968,-0.9909,-0.906318,-0.924549,ULCER
-0.498008,0.312407,-0.928138,-0.354839,-0.755675,-0.980794,-0.22549,-0.72,-0.357031,-0.900065,-0.896232,ULCER
-0.729084,0.426544,-0.93409,-0.508065,-0.90285,-0.869476,0.009804,-0.816,0.11843,-0.938586,-0.853314,ULCER
-0.537849,0.452598,-0.974546,-0.217742,-0.950696,-0.960371,-0.245098,-0.928,-0.450876,-0.975173,-0.876199,ULCER
-0.40239,0.075052,-0.922653,-0.258065,-0.961736,-0.983707,-0.343137,-0.48,0.0599,-0.962125,-0.827566,ULCER
1,0.01406,-0.977481,1,-0.996317,-0.997215,-0.470588,-0.984,-0.999288,-0.968023,-0.99821,ULCER
-0.545817,0.451747,-0.935012,-0.306452,-0.906975,-0.981532,-0.137255,-0.504,-0.182325,-0.973525,-0.919657,ULCER
1,0.01406,-0.993745,1,-0.995908,-1,-0.460784,-0.984,-0.999557,-0.990414,-0.993474,ULCER
-0.800797,0.292686,-0.933503,-0.596774,-0.953505,-0.904941,-0.098039,-0.84,-0.317765,-0.957019,-0.872354,ULCER
-0.513944,0.463396,-0.882838,-0.33871,-0.732169,-0.961645,-0.176471,-0.696,0.013044,-0.865513,-0.77231,ULCER
-0.649402,0.342784,-0.966438,-0.451613,-0.838223,-0.928492,-0.088235,-0.952,-0.752794,-0.940354,-0.881097,ULCER
-0.370518,0.241077,-0.904971,-0.193548,-0.889091,-0.979055,-0.382353,-0.912,-0.033166,-0.830774,-0.806584,ULCER
-0.378486,0.061962,-0.9696,-0.185484,-0.939888,-0.943989,-0.382353,-0.784,-0.122244,-0.93811,-0.732114,ULCER
-0.856574,0.319879,-0.923492,-0.604839,-0.95598,-0.809323,0,-0.856,0.300698,-0.898004,-0.835658,ULCER
-0.36255,0.198586,-0.984855,-0.177419,-0.936352,-0.984628,-0.323529,-0.576,-0.292111,-0.92897,-0.871273,ULCER
-0.498008,0.162585,-0.943612,-0.225806,-0.947717,-0.958229,-0.333333,-0.736,-0.256734,-0.94209,-0.797487,ULCER
1,0.114518,-0.943702,1,-1,-0.998674,-0.401961,-0.984,-0.999547,-0.985086,-0.998154,ULCER
-0.179283,0.362873,-0.985926,0.145161,-0.990793,-0.987822,-0.362745,-0.984,-0.996476,-0.959716,-0.97304,ULCER
-0.593625,0.451353,-0.940173,-0.225806,-0.942838,-0.977697,-0.127451,-0.72,-0.083781,-0.982565,-0.936814,ULCER
-0.282869,0.448317,-0.982012,-0.048387,-0.93415,-0.970914,-0.245098,-0.704,-0.170464,-0.945227,-0.838334,ULCER
-0.545817,0.462959,-0.992557,-0.290323,-0.980377,-0.992331,-0.137255,-0.6,-0.324278,-0.982013,-0.924129,ULCER
-0.187251,0.067637,-0.93432,-0.024194,-0.979131,-0.995225,-0.480392,-0.992,-0.999294,-0.919028,-0.977829,ULCER
-0.466135,0.143818,-0.962803,-0.370968,-1,-0.996874,-0.343137,-0.984,-0.998316,-0.985275,-0.969919,ULCER
-0.211155,0.295689,-0.972441,-0.137097,-0.933576,-0.941025,-0.333333,-0.84,-0.514268,-0.950019,-0.882888,ULCER
-0.752988,0.360506,-0.926479,-0.629032,-0.759526,-0.902315,0.068627,-0.832,0.103891,-0.891316,-0.771558,ULCER
-0.306773,0.449378,-0.951745,-0.056452,-0.941252,-0.970727,-0.382353,-0.984,-0.998235,-0.905244,-0.96886,ULCER
-0.960159,0.017941,-0.947841,-0.887097,-0.895161,-0.766216,0.284314,-0.912,-0.331034,-0.940415,-0.8968,ULCER
-0.776892,0.104054,-0.993197,-0.556452,-0.925579,-0.974071,-0.215686,-0.976,-0.994608,-0.984946,-0.988153,ULCER
-0.298805,0.382406,-0.978588,0.008065,-0.991029,-0.973066,-0.333333,-0.992,-0.995961,-0.943293,-0.966284,ULCER
