@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-14,16-24,26,28-37,40-46,48-76,78-88,90-131,133-185'

@attribute color_bgr_r_intensity1 numeric
@attribute color_lab_l_mean numeric
@attribute color_lab_b_mean numeric
@attribute color_lab_a_intensity1 numeric
@attribute color_lab_b_intensity1 numeric
@attribute color_lab_a_frequency2 numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_g_intensity2 numeric
@attribute haralick_bgr_bg_contrast numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.885246,-0.862581,-0.34764,-0.728571,-0.72,-0.487805,-0.95416,0.494737,-0.976969,-0.923032,ULCER
-0.786885,-0.792336,-0.328487,-0.742857,-0.72,-0.447154,-0.929739,0.494737,-0.964764,-0.870095,ULCER
-0.844262,-0.879535,-0.32981,-0.757143,-0.706667,0.00813,-0.962224,0.473684,-0.981027,-0.936249,ULCER
-0.5,-0.612306,-0.224574,-0.571429,-0.666667,-0.577236,-0.957294,0.221053,-0.913093,-0.834097,ULCER
-0.729508,-0.813054,-0.246554,-0.657143,-0.693333,-0.357724,-0.912299,0.305263,-0.945718,-0.905562,ULCER
-0.57377,-0.661001,-0.180798,-0.642857,-0.653333,-0.650407,-0.969305,0.389474,-0.957366,-0.826685,ULCER
-0.737705,-0.778218,-0.203881,-0.657143,-0.64,-0.487805,-0.965936,0.326316,-0.93078,-0.62607,ULCER
-0.836066,-0.878668,-0.218331,-0.671429,-0.693333,-0.260163,-0.863399,0.326316,-0.953483,-0.940033,ULCER
-0.254098,-0.367964,-0.095133,-0.585714,-0.613333,-0.560976,-0.993478,0.431579,-0.868152,-0.642458,ULCER
-0.614754,-0.717101,-0.146359,-0.614286,-0.613333,-0.609756,-0.967229,0.368421,-0.96446,-0.786359,ULCER
-0.885246,-0.905694,-0.236986,-0.785714,-0.693333,-0.276423,-0.719574,0.305263,-0.968253,-0.93762,ULCER
-0.606557,-0.714281,-0.213015,-0.585714,-0.693333,-0.268293,-0.915379,0.242105,-0.948868,-0.830488,ULCER
-0.434426,-0.612237,-0.145696,-0.571429,-0.626667,-0.780488,-0.95301,0.284211,-0.84907,-0.763211,ULCER
-0.065574,-0.280269,-0.324187,-0.471429,-0.706667,-0.463415,-0.987698,0.263158,-0.974618,-0.874256,NON_ULCER
0.172131,0.066869,-0.325655,-0.614286,-0.746667,-0.504065,-0.984033,0.515789,-0.924625,-0.884365,NON_ULCER
0.016393,-0.17802,-0.380787,-0.428571,-0.733333,-0.422764,-0.991228,0.263158,-0.987638,-0.913533,NON_ULCER
0.319672,0.280819,-0.342456,-0.585714,-0.746667,-0.520325,-0.993402,0.536842,-0.926371,-0.813854,NON_ULCER
-0.270492,-0.321834,-0.339254,-0.671429,-0.72,-0.715447,-0.965841,0.515789,-0.946442,-0.355456,NON_ULCER
0.180328,-0.067354,-0.071521,-0.371429,-0.6,-0.365854,-0.997129,0.284211,-0.99683,-0.933599,NON_ULCER
0.139344,-0.102019,-0.384925,-0.4,-0.72,0.04065,-0.994573,0.263158,-0.990301,-0.953374,NON_ULCER
0.278689,0.269419,-0.367764,-0.557143,-0.733333,-0.439024,-0.994385,0.494737,-0.921248,-0.848378,NON_ULCER
-0.090164,-0.125253,-0.262567,-0.642857,-0.72,-0.585366,-0.995108,0.515789,-0.937717,-0.170135,NON_ULCER
0.418033,0.063072,-0.035228,-0.3,-0.586667,0.292683,-0.998251,0.263158,-0.994972,-0.969792,NON_ULCER
0.254098,-0.011181,-0.211466,-0.428571,-0.693333,-0.357724,-0.997122,0.326316,-0.963629,-0.807718,NON_ULCER
0.516393,0.131953,-0.039588,-0.3,-0.586667,-0.186992,-0.998654,0.284211,-0.995209,-0.949565,NON_ULCER
0.303279,-0.020288,-0.058468,-0.342857,-0.586667,-0.325203,-0.997671,0.284211,-0.997232,-0.957145,NON_ULCER
0.590164,0.21554,-0.063266,-0.314286,-0.6,-0.203252,-0.998284,0.305263,-0.987348,-0.959088,NON_ULCER
0.336066,0.024111,-0.063078,-0.328571,-0.6,-0.317073,-0.999494,0.263158,-0.997271,-0.961857,NON_ULCER
0.57377,0.259263,-0.082079,-0.342857,-0.6,-0.479675,-0.998759,0.347368,-0.98659,-0.970624,NON_ULCER
-0.032787,-0.189728,-0.354561,-0.457143,-0.72,-0.455285,-0.995844,0.284211,-0.985803,-0.953683,NON_ULCER
0.491803,0.434849,-0.370031,-0.585714,-0.746667,-0.300813,-0.998752,0.536842,-0.926115,-0.854893,NON_ULCER
0.221311,0.125284,-0.378127,-0.628571,-0.733333,-0.642276,-0.991155,0.536842,-0.941164,-0.811709,NON_ULCER
-0.696721,-0.772022,-0.09642,-0.628571,-0.613333,-0.504065,-0.675815,0.094737,0.045996,-0.742607,ULCER
-0.745902,-0.842515,-0.131789,-0.728571,-0.64,-0.609756,-0.589055,0.010526,-0.523486,-0.698802,ULCER
-0.532787,-0.792984,0.022789,-0.457143,-0.533333,-0.780488,-0.801277,0.031579,-0.950793,-0.874877,ULCER
-0.360656,-0.620887,0.148877,-0.542857,-0.48,-0.398374,-0.674141,-0.136842,-0.082147,-0.756043,ULCER
-0.729508,-0.822034,-0.048133,-0.542857,-0.626667,-0.609756,-0.771327,0.010526,-0.784722,-0.759998,ULCER
-0.385246,-0.617341,0.151001,-0.371429,-0.626667,-0.536585,-0.741796,0.431579,-0.43194,-0.674983,ULCER
-0.368852,-0.655739,0.26126,-0.357143,-0.44,-0.715447,-0.781574,-0.157895,-0.871016,-0.859298,ULCER
-0.245902,-0.4094,0.062359,-0.485714,-0.52,-0.934959,-0.949523,0.263158,-0.85669,-0.950845,ULCER
-0.04918,-0.161747,-0.059056,-0.557143,-0.6,-0.894309,-0.947264,0.494737,-0.569537,-0.839693,ULCER
-0.770492,-0.884542,-0.145312,-0.642857,-0.64,-0.317073,-0.655393,0.073684,-0.780934,-0.661268,ULCER
-0.237705,-0.300584,0.002547,-0.471429,-0.56,-0.869919,-0.900125,0.452632,-0.385545,-0.929296,ULCER
-0.52459,-0.553781,-0.123992,-0.685714,-0.64,-0.886179,-0.622621,0.515789,-0.193523,-0.767906,ULCER
-0.344262,-0.46809,0.032531,-0.485714,-0.573333,-0.926829,-0.850591,0.305263,-0.809295,-0.902422,ULCER
-0.590164,-0.804429,-0.055229,-0.485714,-0.573333,-0.739837,-0.817362,-0.115789,-0.773945,-0.712853,ULCER
-0.319672,-0.609771,0.259508,-0.357143,-0.453333,-0.300813,-0.881026,0.242105,-0.925858,-0.938856,ULCER
-0.385246,-0.637986,0.154449,-0.4,-0.6,-0.227642,-0.729127,-0.094737,0.113312,-0.695967,ULCER
-0.262295,-0.182802,-0.187935,-0.7,-0.653333,-0.98374,-0.943753,0.6,-0.556383,-0.930997,ULCER
-0.303279,-0.647666,0.32449,-0.357143,-0.44,-0.154472,-0.945706,-0.263158,-0.977847,-0.954816,ULCER
-0.721311,-0.810863,-0.07273,-0.728571,-0.626667,-0.739837,-0.265823,0.305263,-0.777031,-0.780773,ULCER
-0.303279,-0.588697,0.147391,-0.371429,-0.546667,-0.682927,-0.58528,0.052632,-0.479008,-0.76322,ULCER
-0.418033,-0.654762,0.269172,-0.385714,-0.453333,-0.601626,-0.927371,0.052632,-0.906359,-0.934165,ULCER
-0.303279,-0.646055,0.310094,-0.342857,-0.426667,-0.065041,-0.852524,-0.115789,-0.800037,-0.854095,ULCER
-0.336066,-0.558373,0.359664,-0.314286,-0.453333,-0.666667,-0.826463,-0.115789,-0.820366,-0.901446,ULCER
-0.434426,-0.729921,0.167505,-0.471429,-0.546667,-0.723577,-0.900305,-0.263158,-0.903543,-0.875099,ULCER
-0.442623,-0.758691,0.13535,-0.414286,-0.533333,-0.674797,-0.917541,-0.242105,-0.981741,-0.85079,ULCER
-0.204918,-0.539051,0.368206,-0.414286,-0.546667,-0.365854,-0.664824,-0.115789,-0.5377,-0.871795,ULCER
-0.286885,-0.543406,0.226665,-0.342857,-0.493333,-0.544715,-0.63907,-0.2,-0.43507,-0.842773,ULCER
-0.434426,-0.717337,0.21259,-0.385714,-0.453333,-0.585366,-0.928864,-0.052632,-0.974442,-0.929982,ULCER
-0.508197,-0.732043,0.116759,-0.485714,-0.52,-0.764228,-0.878164,-0.010526,-0.978922,-0.948834,ULCER
-0.672131,-0.862759,-0.069472,-0.642857,-0.613333,-0.861789,-0.766398,-0.073684,-0.978488,-0.898545,ULCER
-0.729508,-0.855765,-0.075026,-0.542857,-0.613333,-0.642276,-0.793141,-0.031579,-0.913209,-0.831079,ULCER
-0.303279,-0.638214,0.276899,-0.4,-0.453333,-0.284553,-0.91034,-0.242105,-0.970263,-0.915467,ULCER
-0.311475,-0.575985,0.281125,-0.514286,-0.44,-0.333333,-0.818289,-0.073684,-0.731178,-0.754649,ULCER
-0.385246,-0.700562,0.221681,-0.385714,-0.44,-0.845528,-0.805804,-0.242105,-0.977185,-0.822289,ULCER
-0.270492,-0.585564,0.391976,-0.4,-0.413333,-0.487805,-0.922302,-0.031579,-0.975485,-0.880001,ULCER
-0.327869,-0.683607,0.204342,-0.342857,-0.6,-0.650407,-0.861388,-0.2,-0.924536,-0.817097,ULCER
-0.581967,-0.704013,0.080836,-0.571429,-0.56,-0.691057,-0.811485,0.094737,-0.915758,-0.726668,ULCER
-0.237705,-0.5868,0.408853,-0.3,-0.386667,0.203252,-0.940858,-0.242105,-0.986494,-0.868117,ULCER
-0.278689,-0.647684,0.253012,-0.371429,-0.453333,-0.414634,-0.938026,-0.221053,-0.976646,-0.893604,ULCER
-0.893443,-0.917679,-0.181814,-0.728571,-0.653333,-0.756098,-0.546098,0.263158,-0.972064,-0.856096,ULCER
-0.368852,-0.636518,0.273105,-0.371429,-0.453333,-0.398374,-0.838996,0.031579,-0.852602,-0.805039,ULCER
-0.893443,-0.916435,-0.222972,-0.785714,-0.68,-0.162602,-0.571303,0.326316,-0.924328,-0.798105,ULCER
-0.459016,-0.698887,0.095057,-0.4,-0.613333,-0.943089,-0.401672,-0.010526,-0.90812,-0.941065,ULCER
-0.655738,-0.831359,-0.085999,-0.585714,-0.613333,-0.780488,-0.617454,0.157895,-0.710176,-0.753392,ULCER
-0.336066,-0.580185,0.257894,-0.4,-0.466667,-0.821138,-0.843532,-0.010526,-0.853906,-0.845151,ULCER
-0.213115,-0.574781,0.39433,-0.314286,-0.4,-0.219512,-0.932205,-0.242105,-0.937236,-0.805997,ULCER
-0.52459,-0.697559,0.215769,-0.414286,-0.506667,-0.756098,-0.919035,0.178947,-0.971647,-0.810322,ULCER
-0.811475,-0.855261,-0.066714,-0.514286,-0.6,-0.861789,-0.800855,-0.094737,-0.966145,-0.861477,ULCER
-0.540984,-0.801561,-0.011799,-0.642857,-0.64,-0.943089,-0.684054,-0.031579,-0.979244,-0.90361,ULCER
-0.07377,-0.297478,0.293415,-0.514286,-0.453333,-0.821138,-0.843495,0.347368,-0.460846,-0.765868,ULCER
-0.262295,-0.564529,0.249692,-0.385714,-0.453333,-0.487805,-0.746225,-0.2,-0.608614,-0.78521,ULCER
-0.172131,-0.331356,0.0955,-0.428571,-0.52,-0.918699,-0.929977,0.263158,-0.695909,-0.907352,ULCER
-0.540984,-0.725418,-0.015285,-0.742857,-0.573333,-0.691057,-0.72957,0.073684,-0.568366,-0.839102,ULCER
-0.540984,-0.737824,0.020626,-0.514286,-0.56,-0.861789,-0.554993,0.010526,-0.750097,-0.816411,ULCER
0.188525,0.099286,0.140583,-0.557143,-0.506667,-0.934959,-0.970524,0.578947,-0.756442,-0.845605,ULCER
-0.262295,-0.537944,0.202487,-0.371429,-0.506667,-0.756098,-0.4967,-0.010526,-0.159094,-0.7808,ULCER
-0.565574,-0.855999,-0.062989,-0.585714,-0.586667,-0.878049,-0.673379,-0.136842,-0.983396,-0.797102,ULCER
-0.52459,-0.794976,0.056061,-0.5,-0.52,-0.902439,-0.855309,-0.052632,-0.96668,-0.808032,ULCER
-0.188525,-0.539316,0.28618,-0.414286,-0.453333,-0.593496,-0.909919,0.052632,-0.838517,-0.760022,ULCER
-0.5,-0.781196,0.001057,-0.5,-0.613333,-0.756098,-0.790133,0.178947,-0.944542,-0.805466,ULCER
-0.778689,-0.779295,-0.144172,-0.7,-0.64,-0.626016,-0.640767,0.242105,-0.059234,-0.712834,ULCER
-0.581967,-0.711872,0.047078,-0.485714,-0.56,-0.707317,-0.80969,0.221053,-0.911055,-0.862415,ULCER
-0.319672,-0.658407,0.256611,-0.414286,-0.426667,-0.723577,-0.882724,-0.157895,-0.932268,-0.799001,ULCER
-0.409836,-0.61474,0.21415,-0.414286,-0.493333,-0.455285,-0.939292,-0.010526,-0.981438,-0.909461,ULCER
-0.295082,-0.559013,0.264865,-0.542857,-0.586667,-0.723577,-0.738206,-0.2,-0.801789,-0.773163,ULCER
-0.409836,-0.601954,-0.034046,-0.471429,-0.56,-0.747967,-0.601198,0.347368,0.435212,-0.734777,ULCER
-0.516393,-0.696195,-0.034369,-0.671429,-0.56,-0.585366,-0.513696,-0.094737,0.045319,-0.739466,ULCER
-0.885246,-0.807095,-0.087932,-0.728571,-0.613333,-0.747967,-0.497031,0.052632,-0.776817,-0.697801,ULCER
-0.491803,-0.658748,0.190811,-0.542857,-0.56,-0.731707,-0.704497,-0.2,-0.784387,-0.74252,ULCER
-0.139344,-0.37362,0.196221,-0.357143,-0.48,-0.95122,-0.847311,0.368421,-0.763584,-0.66393,ULCER
0,-0.13154,0.100882,-0.614286,-0.533333,-0.747967,-0.929708,0.368421,-0.414733,-0.759516,NON_ULCER
0.303279,0.224425,-0.040129,-0.642857,-0.6,-0.414634,-0.996253,0.6,-0.840601,-0.752925,NON_ULCER
-0.04918,-0.060385,0.09639,-0.671429,-0.52,-0.447154,-0.99351,0.621053,-0.758577,-0.875184,NON_ULCER
0.278689,0.336171,-0.252461,-0.714286,-0.666667,-0.414634,-0.998439,0.621053,-0.788493,-0.942576,NON_ULCER
-0.139344,-0.127746,0.138051,-0.628571,-0.506667,-0.162602,-0.997259,0.578947,-0.95045,-0.938727,NON_ULCER
0.483607,0.470411,-0.309167,-0.714286,-0.693333,-0.276423,-0.999186,0.642105,-0.960209,0.059285,NON_ULCER
0.008197,-0.140419,0.149508,-0.628571,-0.506667,0.04878,-0.992977,0.578947,-0.863228,-0.170813,NON_ULCER
0.213115,0.145136,-0.024617,-0.614286,-0.586667,-0.276423,-0.997678,0.578947,-0.823379,-0.881777,NON_ULCER
0.352459,0.398991,-0.285782,-0.714286,-0.693333,-0.406504,-0.998954,0.642105,-0.929748,-0.892861,NON_ULCER
-0.131148,-0.200564,0.129591,-0.642857,-0.52,0.105691,-0.993668,0.578947,-0.905575,-0.928629,NON_ULCER
0.393443,0.393394,-0.336813,-0.714286,-0.706667,-0.617886,-0.999753,0.642105,-0.939423,0.042158,NON_ULCER
-0.090164,-0.190374,0.111898,-0.6,-0.52,-0.292683,-0.986865,0.515789,-0.955327,-0.965445,NON_ULCER
0.155738,0.033759,-0.021763,-0.614286,-0.586667,-0.430894,-0.992672,0.557895,-0.820348,-0.799199,NON_ULCER
-0.344262,-0.642555,0.289815,-0.357143,-0.533333,-0.813008,-0.763659,-0.284211,-0.704345,-0.852902,NON_ULCER
-0.319672,-0.557874,0.110742,-0.514286,-0.52,-0.97561,-0.87059,0.242105,-0.82893,-0.777982,NON_ULCER
-0.155738,-0.444357,0.200447,-0.528571,-0.493333,-0.869919,-0.827951,0.094737,-0.358835,-0.903921,NON_ULCER
0.57377,0.548281,-0.196458,-0.728571,-0.653333,-0.642276,-0.997575,0.663158,-0.486765,-0.722833,NON_ULCER
-0.07377,-0.127862,0.094226,-0.657143,-0.52,-0.105691,-0.996635,0.6,-0.784101,-0.790409,NON_ULCER
-0.295082,-0.512828,0.160421,-0.528571,-0.493333,-0.869919,-0.931025,0.347368,-0.902226,-0.890313,NON_ULCER
-0.139344,-0.307444,0.103683,-0.557143,-0.52,-0.138211,-0.974573,0.452632,-0.951334,-0.942218,NON_ULCER
-0.016393,-0.111374,0.093474,-0.628571,-0.52,0.121951,-0.997945,0.557895,-0.975191,-0.971572,NON_ULCER
-0.336066,-0.6482,0.338313,-0.357143,-0.453333,-0.642276,-0.921716,0.136842,-0.809756,-0.802333,NON_ULCER
0.336066,0.354801,-0.276626,-0.714286,-0.693333,-0.487805,-0.998266,0.642105,-0.864402,-0.853537,NON_ULCER
0,-0.089484,0.079171,-0.642857,-0.533333,0.01626,-0.998705,0.578947,-0.989431,-0.975709,NON_ULCER
-0.040984,-0.133577,0.094651,-0.628571,-0.533333,0.121951,-0.998417,0.557895,-0.987743,-0.113188,NON_ULCER
0.139344,-0.1856,0.139268,-0.485714,-0.52,-0.869919,-0.950603,0.389474,-0.508502,-0.86115,NON_ULCER
0.008197,-0.085737,0.111585,-0.642857,-0.533333,-0.130081,-0.994387,0.578947,-0.969108,-0.868876,NON_ULCER
-0.139344,-0.244114,0.100087,-0.642857,-0.52,-0.447154,-0.983019,0.578947,-0.970592,-0.930369,NON_ULCER
-0.02459,-0.089665,0.077615,-0.671429,-0.533333,0.00813,-0.994328,0.6,-0.738832,-0.847518,NON_ULCER
-0.557377,-0.760403,-0.026947,-0.571429,-0.56,-0.804878,-0.802086,0.094737,-0.779175,-0.729737,NON_ULCER
-0.196721,-0.408119,0.145476,-0.485714,-0.506667,-0.577236,-0.94546,0.263158,-0.713655,-0.879087,NON_ULCER
-0.42623,-0.528593,0.181706,-0.514286,-0.48,-0.878049,-0.949655,0.263158,-0.916792,-0.81466,NON_ULCER
0.368852,0.344627,-0.295255,-0.714286,-0.706667,-0.317073,-0.998912,0.621053,-0.912276,0.361454,NON_ULCER
-0.385246,-0.600554,0.188499,-0.457143,-0.493333,-0.869919,-0.92492,0.221053,-0.96096,-0.873969,NON_ULCER
0.245902,0.243051,-0.109975,-0.628571,-0.613333,-0.650407,-0.992816,0.578947,-0.753756,-0.897111,NON_ULCER
-0.319672,-0.61399,0.266512,-0.371429,-0.453333,-0.609756,-0.723162,-0.010526,-0.603996,-0.893156,NON_ULCER
0.590164,0.590356,-0.2231,-0.728571,-0.666667,-0.455285,-0.999663,0.663158,-0.926539,-0.864222,NON_ULCER
-0.032787,-0.216351,0.164586,-0.585714,-0.573333,-0.382114,-0.985605,0.536842,-0.755393,-0.774133,NON_ULCER
-0.02459,-0.121101,0.073615,-0.642857,-0.533333,-0.073171,-0.999042,0.578947,-0.993991,-0.975711,NON_ULCER
-0.090164,-0.189998,0.085042,-0.628571,-0.533333,0.00813,-0.997163,0.557895,-0.990177,-0.972154,NON_ULCER
-0.131148,-0.239833,0.102278,-0.6,-0.52,-0.455285,-0.988503,0.515789,-0.973766,-0.939534,NON_ULCER
0.065574,0.006747,0.09398,-0.671429,-0.52,-0.203252,-0.997961,0.621053,-0.810795,-0.218428,NON_ULCER
-0.098361,-0.234842,0.088032,-0.614286,-0.533333,-0.162602,-0.99784,0.536842,-0.992383,-0.24895,NON_ULCER
-0.213115,-0.431813,0.229801,-0.5,-0.453333,-0.544715,-0.952268,0.326316,-0.723608,-0.779302,NON_ULCER
-0.213115,-0.397689,0.162522,-0.414286,-0.506667,-0.853659,-0.930268,0.2,-0.883887,-0.932623,NON_ULCER
-0.188525,-0.323312,0.065573,-0.528571,-0.546667,-0.552846,-0.973486,0.389474,-0.929572,-0.936807,NON_ULCER
-0.065574,-0.151512,0.085294,-0.628571,-0.533333,-0.186992,-0.996482,0.557895,-0.983666,-0.944039,NON_ULCER
-0.327869,-0.160187,0.18672,-0.6,-0.48,-0.317073,-0.989737,0.557895,-0.887769,-0.808149,NON_ULCER
0.590164,0.593426,-0.213243,-0.742857,-0.653333,-0.520325,-0.998911,0.663158,-0.887575,-0.839912,NON_ULCER
-0.131148,-0.215372,0.068021,-0.542857,-0.533333,-0.382114,-0.986246,0.410526,-0.859109,-0.90321,NON_ULCER
0.590164,0.608606,-0.217942,-0.742857,-0.653333,-0.918699,-0.99982,0.663158,-0.997874,-0.998084,NON_ULCER
-0.221311,-0.321608,0.045106,-0.614286,-0.533333,-0.430894,-0.989332,0.515789,-0.992716,-0.977125,NON_ULCER
-0.229508,-0.286311,0.025379,-0.614286,-0.573333,-0.463415,-0.991394,0.515789,-0.990601,-0.964021,NON_ULCER
-0.032787,-0.111271,0.122983,-0.657143,-0.52,-0.585366,-0.989055,0.6,-0.970246,-0.887955,NON_ULCER
-0.139344,-0.28934,0.226639,-0.528571,-0.453333,-0.739837,-0.971241,0.473684,-0.867034,-0.845094,NON_ULCER
-0.122951,-0.30618,0.131951,-0.528571,-0.506667,-0.219512,-0.984856,0.410526,-0.81117,-0.903352,NON_ULCER
-0.221311,-0.362578,-0.001702,-0.614286,-0.573333,-0.317073,-0.991098,0.494737,-0.967613,-0.372907,NON_ULCER
-0.114754,-0.222526,0.156534,-0.6,-0.506667,-0.512195,-0.989659,0.536842,-0.896045,-0.899258,NON_ULCER
0.139344,-0.27411,-0.006219,-0.642857,-0.586667,-0.837398,-0.904572,0.6,-0.673358,-0.891453,NON_ULCER
0.008197,-0.203011,0.084694,-0.542857,-0.533333,-0.300813,-0.988273,0.452632,-0.962435,-0.938632,NON_ULCER
-0.122951,-0.246422,0.021638,-0.614286,-0.546667,-0.357724,-0.992592,0.536842,-0.810715,-0.890112,NON_ULCER
0.540984,0.564186,-0.189051,-0.742857,-0.653333,-0.252033,-0.998937,0.663158,-0.921767,-0.849704,NON_ULCER
0.090164,-0.000899,0.125132,-0.657143,-0.506667,-0.520325,-0.996888,0.621053,-0.979745,0.089262,NON_ULCER
-0.057377,-0.249132,0.127141,-0.585714,-0.506667,-0.373984,-0.985699,0.515789,-0.90857,-0.900969,NON_ULCER
0.040984,-0.054336,0.072104,-0.585714,-0.533333,-0.211382,-0.994266,0.536842,-0.965308,-0.979309,NON_ULCER
0.04918,-0.032966,0.066873,-0.614286,-0.533333,-0.260163,-0.996748,0.536842,-0.977466,-0.942348,NON_ULCER
-0.016393,-0.136117,0.162522,-0.628571,-0.493333,-0.593496,-0.992493,0.578947,-0.94012,0.015865,NON_ULCER
-0.155738,-0.317644,0.174962,-0.571429,-0.493333,-0.471545,-0.982507,0.494737,-0.879913,-0.812583,NON_ULCER
0.065574,-0.037836,0.111421,-0.585714,-0.506667,-0.097561,-0.980959,0.536842,-0.857327,-0.915192,NON_ULCER
0.245902,0.071954,0.087972,-0.614286,-0.533333,-0.626016,-0.992134,0.557895,-0.724986,-0.808968,NON_ULCER
0.139344,0.073669,0.131488,-0.742857,-0.493333,-0.382114,-0.987528,0.684211,-0.768832,-0.81038,ULCER
0.336066,0.229707,0.1498,-0.642857,-0.506667,-0.674797,-0.978116,0.621053,-0.83984,-0.871784,ULCER
0.163934,0.03399,0.163114,-0.571429,-0.493333,-0.788618,-0.980225,0.578947,-0.922997,-0.864491,ULCER
0.295082,0.258638,0.204562,-0.728571,-0.466667,-0.601626,-0.991601,0.705263,-0.884662,-0.902968,ULCER
0.172131,-0.090524,0.233097,-0.528571,-0.453333,-0.674797,-0.979438,0.473684,-0.86891,-0.889361,ULCER
0.47541,0.502638,0.147425,-0.757143,-0.506667,-0.544715,-0.99729,0.705263,-0.705901,-0.922443,ULCER
0.401639,0.450722,0.12195,-0.757143,-0.52,-0.138211,-0.995803,0.705263,-0.81716,-0.804415,ULCER
0.270492,0.296151,0.156835,-0.742857,-0.506667,-0.097561,-0.995586,0.705263,-0.715317,-0.866416,ULCER
0.319672,0.218529,0.186761,-0.685714,-0.493333,-0.691057,-0.985236,0.663158,-0.931553,-0.896752,ULCER
0.311475,0.219295,0.177159,-0.728571,-0.493333,-0.804878,-0.952724,0.642105,-0.858931,-0.875348,ULCER
0.45082,0.179548,0.24013,-0.442857,-0.466667,-0.878049,-0.963244,0.515789,-0.877216,-0.932361,ULCER
0.188525,0.130048,0.122826,-0.7,-0.52,-0.617886,-0.980961,0.642105,-0.927121,-0.924266,ULCER
0.131148,0.068101,0.169598,-0.7,-0.48,-0.447154,-0.99381,0.663158,-0.794243,-0.841595,ULCER
0.155738,-0.045648,0.194037,-0.557143,-0.466667,-0.536585,-0.977304,0.452632,-0.847527,-0.903791,ULCER
0.221311,0.208274,0.186379,-0.728571,-0.48,-0.512195,-0.984439,0.705263,-0.91427,-0.887109,ULCER
0.008197,-0.068853,0.100719,-0.614286,-0.533333,-0.585366,-0.976745,0.578947,-0.671987,-0.785266,ULCER
0.5,0.450602,0.32817,-0.757143,-0.466667,-0.943089,-0.985148,0.726316,-0.793689,-0.750337,ULCER
0.213115,0.020054,0.173386,-0.542857,-0.506667,-0.707317,-0.966081,0.494737,-0.868211,-0.947079,ULCER
0.196721,0.020938,0.19231,-0.728571,-0.466667,-0.512195,-0.97914,0.663158,-0.275383,-0.742423,ULCER
-0.245902,-0.496811,0.070377,-0.585714,-0.533333,-0.829268,-0.904582,0.473684,-0.743286,-0.846053,ULCER
0.45082,0.27213,0.302371,-0.757143,-0.453333,-0.577236,-0.958324,0.726316,-0.784166,-0.816315,ULCER
0.442623,0.284639,0.200223,-0.742857,-0.48,-0.341463,-0.986302,0.705263,-0.497343,-0.768848,ULCER
0.155738,0.061827,0.186123,-0.714286,-0.48,-0.560976,-0.996224,0.684211,-0.702654,-0.805926,ULCER
0.516393,0.449105,0.24434,-0.742857,-0.466667,-0.178862,-0.997765,0.705263,-0.758756,-0.865066,ULCER
0.45082,0.398427,0.26485,-0.728571,-0.52,-0.382114,-0.996877,0.705263,-0.604376,-0.770864,ULCER
-0.180328,-0.300204,0.18061,-0.571429,-0.506667,-0.739837,-0.974512,0.473684,-0.895559,-0.846184,ULCER
-0.344262,-0.437367,0.102119,-0.728571,-0.506667,-0.788618,-0.927529,0.684211,-0.364289,-0.636414,ULCER
0.409836,0.33509,0.307429,-0.728571,-0.506667,-0.02439,-0.993015,0.726316,-0.831746,-0.776055,ULCER
0.221311,0.066159,0.131535,-0.671429,-0.52,-0.317073,-0.98917,0.642105,-0.220496,-0.515479,ULCER
0.237705,0.186941,0.140424,-0.714286,-0.546667,-0.658537,-0.987336,0.705263,-0.789725,-0.800771,ULCER
0.286885,0.14026,0.129321,-0.685714,-0.546667,-0.317073,-0.978571,0.663158,-0.858897,-0.828961,ULCER
0.319672,0.251705,0.365287,-0.7,-0.506667,-0.398374,-0.996653,0.684211,-0.697398,-0.706495,ULCER
-0.016393,-0.122845,0.177553,-0.6,-0.48,-0.365854,-0.984471,0.557895,-0.837381,-0.781859,ULCER
0.213115,0.060162,0.534845,-0.642857,-0.466667,-0.626016,-0.981068,0.705263,-0.859438,-0.842266,ULCER
0.336066,0.22998,0.22899,-0.714286,-0.466667,-0.723577,-0.99078,0.642105,-0.867378,-0.834058,ULCER
-0.04918,-0.082974,0.168758,-0.6,-0.52,-0.674797,-0.984414,0.578947,-0.821123,-0.834651,ULCER
0.106557,-0.131647,0.283422,-0.485714,-0.453333,-0.878049,-0.972529,0.452632,-0.953845,-0.92277,ULCER
-0.057377,-0.120168,0.121936,-0.657143,-0.493333,-0.105691,-0.988604,0.6,-0.717535,-0.887898,ULCER
0.229508,0.180554,0.061834,-0.757143,-0.546667,-0.715447,-0.991413,0.663158,-0.85358,-0.843691,ULCER
0.155738,-0.023376,0.250075,-0.6,-0.453333,-0.609756,-0.991009,0.557895,-0.938339,-0.920869,ULCER
0.065574,0.023948,0.099771,-0.714286,-0.533333,-0.447154,-0.994085,0.663158,-0.725072,-0.833941,ULCER
-0.057377,-0.18281,0.059772,-0.7,-0.6,-0.788618,-0.981725,0.621053,-0.730746,-0.896671,ULCER
0.319672,0.170584,0.244245,-0.642857,-0.466667,-0.349593,-0.994048,0.642105,-0.83644,-0.844881,ULCER
