@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-8,10-41,43-72,75-77,79-103,105-130,132-146,148-158,160-185'

@attribute color_bgr_r_centroid numeric
@attribute color_lab_b_intensity2 numeric
@attribute color_norm_b_mean numeric
@attribute color_norm_g_mean numeric
@attribute color_norm_r_variance numeric
@attribute haralick_bgr_g_entropy numeric
@attribute haralick_luv_v_correlation numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_entropy numeric
@attribute wavelet_bgr_r_3_hl_energy numeric
@attribute classification {ULCER,NON_ULCER}

@data
0.548117,-0.426667,0.104082,0.802957,-0.998476,0.62496,0.007427,-0.829671,0.795886,-0.793366,ULCER
0.188285,-0.453333,0.039715,0.771459,-0.991025,0.707289,-0.302595,-0.877159,0.725849,-0.820528,ULCER
0.556485,-0.333333,0.035864,0.817953,-0.997216,0.67401,-0.518056,-0.868662,0.672723,-0.886718,ULCER
0.623431,-0.413333,0.098746,0.803552,-0.996974,0.654156,-0.01844,-0.785288,0.724096,-0.762283,ULCER
0.322176,-0.413333,-0.031919,0.571968,-0.98267,0.691955,-0.350583,-0.662016,0.705968,-0.817404,ULCER
-0.138075,-0.346667,-0.413028,0.043629,-0.889196,0.465484,-0.175761,-0.823977,0.549233,-0.893491,ULCER
-0.012552,-0.36,-0.054607,0.634496,-0.943503,0.724952,-0.847592,-0.838858,0.27909,-0.931207,ULCER
-0.020921,-0.293333,-0.374054,0.644942,-0.985274,0.624731,-0.739303,-0.941685,0.379763,-0.886275,ULCER
0.129707,-0.32,-0.199515,0.660547,-0.989955,0.660319,-0.22217,-0.900106,0.598108,-0.73375,ULCER
-0.046025,-0.426667,-0.255218,0.3754,-0.908523,0.74098,-0.6617,-0.901831,0.62961,-0.805145,ULCER
0.079498,-0.453333,-0.008093,0.614062,-0.974555,0.670986,-0.287152,-0.877849,0.709961,-0.768274,ULCER
0.171548,-0.413333,0.08936,0.763382,-0.993089,0.688248,-0.35932,-0.817852,0.688825,-0.835235,ULCER
0.573222,-0.413333,0.115694,0.800037,-0.997005,0.540601,0.037387,-0.80625,0.753912,-0.801322,ULCER
0.297071,-0.453333,-0.02369,0.550151,-0.978869,0.698728,-0.383573,-0.69458,0.737932,-0.858946,ULCER
0.221757,-0.373333,-0.151377,0.299508,-0.918034,0.753787,-0.516605,-0.660333,0.733169,-0.91278,ULCER
-0.037657,-0.4,-0.244037,0.177618,-0.84032,0.560236,-0.208875,-0.785417,0.372824,-0.894548,ULCER
-0.196653,-0.386667,-0.357184,0.049587,-0.769102,0.586252,-0.125012,-0.731631,0.566929,-0.932506,ULCER
-0.146444,-0.346667,-0.166761,0.547769,-0.956368,0.680818,-0.554058,-0.788307,0.660593,-0.930643,ULCER
0.062762,-0.346667,-0.16974,0.62868,-0.978202,0.422761,0.439715,-0.853825,0.704395,-0.73036,ULCER
-0.029289,-0.4,-0.282995,0.382746,-0.873091,0.626596,0.096587,-0.807759,0.742159,-0.754949,ULCER
0.188285,-0.386667,-0.036457,0.654995,-0.980688,0.647353,-0.284982,-0.851064,0.67229,-0.834052,ULCER
0.464435,-0.64,0.226246,0.446754,-0.998188,0.60613,-0.904415,-0.957127,0.43318,-0.947412,NON_ULCER
0.506276,-0.653333,0.261316,0.552857,-0.995604,0.630244,-0.443742,-0.921154,0.756231,-0.939867,NON_ULCER
0.447699,-0.68,0.297937,0.627916,-0.998343,0.463772,-0.368249,-0.944187,0.416746,-0.920709,NON_ULCER
0.589958,-0.653333,0.255168,0.535342,-0.99695,0.558103,-0.452211,-0.942936,0.840533,-0.60889,NON_ULCER
-0.598326,-0.64,0.080138,0.38621,-0.987859,0.309213,-0.459495,-0.905109,-0.000341,-0.843409,NON_ULCER
0.682008,-0.653333,0.276893,0.62486,-0.996301,0.499737,-0.308611,-0.932067,0.481963,-0.948966,NON_ULCER
0.648536,-0.506667,0.239604,0.655028,-0.999082,0.297267,-0.361008,-0.924432,0.63329,-0.964394,NON_ULCER
0.715481,-0.52,0.226912,0.683885,-0.997275,0.277779,-0.258234,-0.879014,0.576577,-0.945858,NON_ULCER
0.958159,-0.666667,0.320385,0.737636,-0.997899,0.074572,-0.626323,-0.942117,0.450862,-0.887627,NON_ULCER
0.958159,-0.666667,0.325917,0.739119,-0.99933,0.067482,-0.602653,-0.972568,0.471232,0.354665,NON_ULCER
-0.39749,-0.626667,0.177919,0.452266,-0.991775,-0.130721,-0.032364,-0.891005,0.672962,-0.844874,NON_ULCER
-0.238494,-0.626667,0.159171,0.457583,-0.980309,0.0356,0.020678,-0.885311,0.353626,-0.91484,NON_ULCER
0.414226,-0.653333,0.221078,0.41128,-0.991552,0.556694,-0.62287,-0.909854,0.506283,-0.961378,NON_ULCER
0.456067,-0.653333,0.250263,0.523855,-0.998924,0.312688,-0.42478,-0.939485,0.706822,-0.959337,NON_ULCER
0.497908,-0.64,0.238759,0.536119,-0.996603,0.549729,-0.534912,-0.949967,0.650225,0.780979,NON_ULCER
-0.874477,-0.653333,0.032469,0.377833,-0.97411,0.211646,-0.538982,-0.894973,0.215993,-0.844294,NON_ULCER
-0.39749,-0.64,0.188464,0.401821,-0.988354,0.560854,-0.256826,-0.915116,-0.170405,-0.591343,NON_ULCER
0.531381,-0.6,0.22293,0.563675,-0.991315,0.589996,-0.253701,-0.890056,0.579629,-0.905106,NON_ULCER
0.723849,-0.613333,0.258908,0.656371,-0.997722,0.370833,-0.367127,-0.9328,0.647648,-0.963979,NON_ULCER
0.732218,-0.64,0.259841,0.610803,-0.995937,0.423728,-0.287017,-0.917876,0.678142,-0.969209,NON_ULCER
0.682008,-0.64,0.272094,0.636048,-0.998156,0.256699,-0.269879,-0.887468,0.882331,-0.836656,NON_ULCER
0.983264,-0.68,0.328577,0.729744,-0.999289,-0.003758,-0.631922,-0.960922,0.489434,0.540886,NON_ULCER
-0.171548,-0.64,0.222818,0.495251,-0.996258,0.132412,-0.04508,-0.919903,0.475156,-0.889507,NON_ULCER
0.34728,-0.653333,0.223313,0.473952,-0.99449,0.481416,-0.338505,-0.910932,0.709581,-0.945275,NON_ULCER
0.422594,-0.653333,0.228166,0.457839,-0.997589,0.152865,-0.229325,-0.945222,0.638511,-0.94438,NON_ULCER
0.439331,-0.626667,0.215546,0.469819,-0.998713,0.260053,-0.392793,-0.959844,0.608382,0.102932,NON_ULCER
-0.924686,-0.666667,0.228828,0.360183,-0.975015,-0.34163,-0.547509,-0.942375,-0.051492,-0.988623,NON_ULCER
-0.874477,-0.64,0.096551,0.341844,-0.969905,0.331326,-0.488702,-0.873622,0.093152,-0.811447,NON_ULCER
-0.34728,-0.64,0.174672,0.387336,-0.993934,0.494764,-0.232487,-0.908128,-0.182642,-0.737326,NON_ULCER
0.598326,-0.613333,0.227497,0.563752,-0.995961,0.539471,-0.258594,-0.904376,0.702023,-0.942899,NON_ULCER
0.690377,-0.64,0.265667,0.615217,-0.998999,0.344786,-0.26465,-0.934353,0.86927,-0.96355,NON_ULCER
0.983264,-0.653333,0.317122,0.733537,-0.997266,0.28989,-0.61923,-0.873838,0.225966,1,NON_ULCER
-0.188285,-0.64,0.227323,0.512499,-0.998863,0.044725,-0.198517,-0.94147,0.543703,-0.896252,NON_ULCER
0.322176,-0.64,0.210605,0.415263,-0.995107,0.346924,-0.2823,-0.940391,0.576557,-0.962265,NON_ULCER
0.322176,-0.626667,0.19261,0.412856,-0.996774,-0.017143,-0.259553,-0.956825,0.522979,-0.970468,NON_ULCER
0.322176,-0.613333,0.173999,0.45043,-0.987965,0.366417,-0.212314,-0.932714,0.502237,0.177525,NON_ULCER
-0.916318,-0.666667,0.258186,0.49419,-0.992739,-0.305837,-0.540098,-0.972654,-0.178461,-0.992739,NON_ULCER
-0.690377,-0.626667,0.073313,0.32857,-0.977702,0.260224,-0.451982,-0.879963,0.113326,-0.861915,NON_ULCER
-0.949791,-0.68,0.257811,0.400641,-0.967633,-0.547094,-0.497983,-0.930945,-0.335416,-0.978704,NON_ULCER
-0.146444,-0.64,0.193827,0.384446,-0.979001,0.589548,-0.243909,-0.872199,0.202639,-0.795629,NON_ULCER
0.723849,-0.64,0.260719,0.611195,-0.998749,0.426806,-0.27869,-0.924562,0.803306,-0.943678,NON_ULCER
0.782427,-0.64,0.282363,0.661389,-0.999187,0.356491,-0.384621,-0.956523,0.609173,-0.9322,NON_ULCER
0.748954,-0.653333,0.276088,0.624623,-0.99959,0.33623,-0.342194,-0.897992,0.911349,0.208286,NON_ULCER
-0.213389,-0.613333,0.176881,0.521424,-0.998915,-0.266105,-0.180466,-0.94354,0.485045,-0.859884,NON_ULCER
0.146444,-0.6,0.142076,0.332644,-0.996837,0.373304,-0.552642,-0.941944,0.702025,-0.954704,NON_ULCER
0.146444,-0.613333,0.156665,0.354971,-0.998347,0.253926,-0.536083,-0.969031,0.59902,-0.976404,NON_ULCER
0.171548,-0.6,0.140982,0.352479,-0.9993,0.433282,-0.81373,-0.983739,0.471296,-0.99552,NON_ULCER
0.213389,-0.626667,0.173332,0.434278,-0.993244,0.228426,-0.243225,-0.932153,0.689488,-0.253963,NON_ULCER
-0.966527,-0.68,0.291517,0.500729,-0.980693,-0.797432,-0.527068,-0.967866,-0.749357,-0.997184,NON_ULCER
-0.949791,-0.68,0.177751,0.422706,-0.875259,-0.197742,-0.493361,-0.883845,0.218234,-0.928026,NON_ULCER
-0.774059,-0.626667,-0.008215,0.274211,-0.969124,0.326164,-0.502652,-0.856111,0.348012,-0.836023,NON_ULCER
-0.958159,-0.68,0.267143,0.445929,-0.901844,-0.253553,-0.500185,-0.886476,0.068498,-0.939091,NON_ULCER
-0.841004,-0.64,0.010379,0.339974,-0.911554,0.454685,-0.441762,-0.837262,0.474276,-0.851823,NON_ULCER
0.623431,-0.613333,0.224827,0.547117,-0.991795,0.623744,-0.306054,-0.874011,0.645646,-0.913815,NON_ULCER
-0.146444,-0.64,0.203008,0.402622,-0.969103,0.666935,-0.295668,-0.883284,-0.463769,-0.817685,NON_ULCER
0.832636,-0.64,0.276629,0.66442,-0.999638,0.370181,-0.462829,-0.962,0.687801,-0.931569,NON_ULCER
0.782427,-0.653333,0.286647,0.660433,-0.999332,0.394759,-0.380913,-0.956652,0.645933,-0.198388,NON_ULCER
-0.305439,-0.64,0.202547,0.484634,-0.996185,0.253523,-0.221051,-0.94216,0.286489,-0.750102,NON_ULCER
0.121339,-0.68,0.254534,0.496557,-0.982649,0.5966,-0.314556,-0.905799,0.395334,-0.947684,NON_ULCER
0.046025,-0.613333,0.145809,0.358427,-0.99616,0.159475,-0.355503,-0.900968,0.78429,-0.965929,NON_ULCER
0.112971,-0.533333,0.120663,0.429368,-0.997042,-0.023437,-0.231593,-0.845371,0.664783,-0.971312,NON_ULCER
0.16318,-0.626667,0.175941,0.376263,-0.996054,0.146347,-0.24036,-0.957213,0.523466,-0.972258,NON_ULCER
0.146444,-0.533333,0.138936,0.487312,-0.992973,0.390942,-0.215761,-0.87841,0.732592,-0.964483,NON_ULCER
0.196653,-0.493333,0.10593,0.599716,-0.996168,0.506809,-0.233902,-0.836917,0.848154,0.06905,NON_ULCER
-0.966527,-0.68,0.327148,0.535412,-1,-0.581002,-0.608395,-0.984731,-0.857862,-1,NON_ULCER
-0.974895,-0.68,0.326008,0.533962,-0.998669,-0.766262,-0.555578,-0.981712,-0.774913,-0.997592,NON_ULCER
-0.974895,-0.68,0.323123,0.544761,-0.987699,-0.470024,-0.625519,-0.968298,-0.651917,-0.998838,NON_ULCER
-0.949791,-0.666667,0.117819,0.434898,-0.94616,-0.091954,-0.543107,-0.916237,0.208531,-0.969064,NON_ULCER
-0.849372,-0.64,0.028716,0.296268,-0.976941,0.380686,-0.507059,-0.878841,0.410896,-0.926551,NON_ULCER
0.774059,-0.653333,0.288294,0.666508,-0.998547,0.395715,-0.348333,-0.933576,0.572597,-0.889105,NON_ULCER
-0.782427,-0.64,0.06373,0.314125,-0.975544,0.45582,-0.543478,-0.879747,0.342774,-0.911858,NON_ULCER
0.891213,-0.653333,0.29893,0.681529,-0.998809,0.396063,-0.322174,-0.951951,0.499025,-0.462597,NON_ULCER
-0.8159,-0.64,-0.016361,0.239441,-0.964156,0.521209,-0.560552,-0.831008,0.06522,-0.882187,NON_ULCER
0.732218,-0.653333,0.280985,0.638373,-0.999735,0.557574,-0.803446,-0.978606,0.502347,0.915742,NON_ULCER
-0.514644,-0.613333,0.060613,0.28855,-0.989692,0.621783,-0.886442,-0.966098,-0.060494,-0.965644,NON_ULCER
0.715481,-0.653333,0.280856,0.631607,-0.997475,0.487961,-0.418555,-0.940779,0.759444,-0.922252,NON_ULCER
0.774059,-0.666667,0.302019,0.677996,-0.998736,0.497995,-0.306974,-0.947896,0.550675,-0.422713,NON_ULCER
-0.430962,-0.64,0.214686,0.444022,-0.986207,0.435486,-0.238605,-0.922189,-0.118563,-0.58348,NON_ULCER
0.573222,-0.653333,0.271017,0.558599,-0.991095,0.697026,-0.431026,-0.867368,0.512737,-0.883874,NON_ULCER
0.715481,-0.653333,0.275296,0.596127,-0.995278,0.674173,-0.512976,-0.937156,0.530376,0.635774,NON_ULCER
-0.539749,-0.64,0.135946,0.377898,-0.995579,0.235144,-0.623996,-0.95428,0.419229,-0.886829,NON_ULCER
-0.90795,-0.76,0.653441,0.337611,-0.937122,0.359761,-0.235954,-0.827212,0.649609,-0.892537,ULCER
-0.8159,-0.72,0.455172,0.264766,-0.865708,0.476393,-0.305003,-0.782139,0.773976,-0.841927,ULCER
-0.882845,-0.666667,0.294578,0.179017,-0.648217,-0.226232,-0.233522,-0.78119,0.623221,-0.731723,ULCER
-0.698745,-0.72,0.447957,0.229826,-0.833466,0.499721,-0.25141,-0.75626,0.731583,-0.756743,ULCER
-0.857741,-0.613333,0.056604,0.173481,-0.748402,0.486351,-0.25181,-0.690526,0.661913,-0.686947,ULCER
-0.824268,-0.746667,0.477474,0.252608,-0.974045,-0.007537,-0.22215,-0.844853,0.640045,-0.921436,ULCER
-0.790795,-0.546667,-0.018868,-0.064512,-0.643583,0.49986,-0.234794,-0.686385,0.608053,-0.763446,ULCER
-0.707113,-0.733333,0.429435,0.298821,-0.982321,0.325344,-0.268716,-0.846018,0.650453,-0.902018,ULCER
-0.857741,-0.72,0.410233,0.176059,-0.949525,0.219802,-0.279863,-0.825616,0.782328,-0.914283,ULCER
-0.841004,-0.72,0.464911,0.136307,-0.934502,0.422719,-0.306338,-0.822079,0.729167,-0.9086,ULCER
-0.933054,-0.72,0.709566,0.279643,-0.939301,0.362469,-0.261719,-0.838513,0.685928,-0.745336,ULCER
-0.857741,-0.76,0.571309,0.164281,-0.99178,-0.130618,-0.25631,-0.84412,0.714993,-0.968389,ULCER
-0.531381,-0.72,0.387494,0.564976,-0.992624,0.751927,-0.8214,-0.951002,0.657115,-0.838731,ULCER
-0.916318,-0.706667,0.563762,0.251742,-0.975535,0.022933,-0.265311,-0.87772,0.570954,-0.945866,ULCER
-0.882845,-0.653333,0.53521,0.323987,-0.905236,0.254444,-0.267895,-0.824193,0.71233,-0.861523,ULCER
-0.849372,-0.746667,0.537704,0.282769,-0.95492,0.025278,-0.160734,-0.829326,0.793277,-0.938385,ULCER
-0.882845,-0.56,-0.015597,0.102447,-0.771607,0.355588,-0.232891,-0.680735,0.732762,-0.702076,ULCER
-0.698745,-0.613333,0.194689,0.078574,-0.779569,0.280263,-0.261519,-0.769199,0.761375,-0.704436,ULCER
-0.464435,-0.693333,0.280256,0.438621,-0.991473,0.682849,-0.667239,-0.940003,0.64454,-0.794861,ULCER
-0.774059,-0.586667,0.004456,-0.029395,-0.649721,0.246572,-0.239263,-0.745433,0.589711,-0.734867,ULCER
-0.841004,-0.746667,0.557,0.21324,-0.994145,0.028248,-0.285072,-0.869094,0.635241,-0.933094,ULCER
0.112971,-0.48,0.035512,0.386836,-0.994065,0.055979,-0.2063,-0.933059,0.60819,-0.924475,NON_ULCER
0.16318,-0.56,0.104947,0.397749,-0.997323,0.394972,-0.1977,-0.954625,0.738776,-0.901822,NON_ULCER
0.205021,-0.533333,0.069383,0.361712,-0.997608,0.4782,-0.715622,-0.96916,0.547751,-0.731499,NON_ULCER
0.196653,-0.533333,0.077369,0.459568,-0.999292,-0.09966,-0.346869,-0.972352,0.625814,-0.954825,NON_ULCER
0.221757,-0.52,0.070865,0.452063,-0.999476,-0.066367,-0.303993,-0.969333,0.713154,-0.943798,NON_ULCER
0.246862,-0.52,0.077797,0.492961,-0.99649,0.2346,-0.280705,-0.95635,0.635725,-0.888534,NON_ULCER
0.238494,-0.52,0.054925,0.463952,-0.992874,0.393232,-0.252103,-0.935647,0.721988,-0.937716,NON_ULCER
0.138075,-0.626667,0.159767,0.286898,-0.993615,0.638049,-0.883394,-0.948845,0.322524,-0.877974,NON_ULCER
0.046025,-0.52,0.024108,0.34605,-0.994653,0.373457,-0.497284,-0.947939,0.654091,-0.917355,NON_ULCER
0.112971,-0.573333,0.101747,0.375339,-0.997581,0.108598,-0.232398,-0.954754,0.702263,-0.308872,NON_ULCER
0.020921,-0.586667,0.115265,0.362626,-0.99797,0.240249,-0.420574,-0.957515,0.781922,-0.048656,NON_ULCER
0.188285,-0.546667,0.100414,0.470414,-0.998659,-0.031741,-0.358604,-0.963381,0.722459,-0.9631,NON_ULCER
0.205021,-0.546667,0.10916,0.477026,-0.994723,0.358136,-0.300606,-0.944661,0.83451,-0.876092,NON_ULCER
0.230126,-0.6,0.125059,0.50194,-0.971392,0.305776,-0.297885,-0.907093,0.294101,-0.938512,NON_ULCER
0.288703,-0.533333,0.0939,0.475524,-0.996433,0.397245,-0.329045,-0.957601,0.725579,-0.884653,NON_ULCER
0.121339,-0.413333,0.027739,0.43018,-0.977664,0.546392,-0.33618,-0.932067,0.672377,-0.85882,NON_ULCER
0.271967,-0.506667,0.06048,0.468,-0.998947,0.10554,-0.327791,-0.960318,0.76167,-0.934152,NON_ULCER
0.020921,-0.52,-0.016373,0.341817,-0.988319,0.478888,-0.169049,-0.9127,0.761549,-0.823791,NON_ULCER
0.297071,-0.506667,0.04739,0.450183,-0.995927,0.299583,-0.265522,-0.955229,0.686938,-0.94935,NON_ULCER
0.096234,-0.453333,-0.075919,0.353276,-0.989603,0.621299,-0.571142,-0.951261,0.631885,-0.862822,NON_ULCER
0.012552,-0.386667,-0.183508,0.253779,-0.973001,0.288592,0.207658,-0.839246,0.692077,-0.82678,NON_ULCER
-0.39749,-0.64,0.24061,0.413997,-0.985842,0.816584,-0.54288,-0.932369,-0.294767,-0.358257,ULCER
-0.874477,-0.706667,0.534843,0.366347,-0.975983,-0.246669,-0.148493,-0.842826,0.555147,-0.92255,ULCER
-0.832636,-0.586667,0.290603,0.318475,-0.935383,0.155787,-0.197394,-0.844767,0.532911,-0.807921,ULCER
-0.824268,-0.68,0.366818,0.238871,-0.941039,0.12786,-0.17406,-0.842481,0.478289,-0.700752,ULCER
-0.874477,-0.706667,0.35921,0.325104,-0.872371,0.027574,-0.198752,-0.871336,0.641331,-0.744675,ULCER
-0.16318,-0.706667,0.283338,0.414091,-0.991635,0.772536,-0.820495,-0.96062,-0.506082,-0.545904,ULCER
-0.774059,-0.693333,0.280089,0.289114,-0.92094,0.144372,-0.169155,-0.847614,0.653129,-0.802387,ULCER
-0.790795,-0.64,0.311087,0.319937,-0.955799,0.013495,-0.189999,-0.870819,0.599142,-0.937445,ULCER
-0.774059,-0.626667,0.143668,0.350341,-0.964831,0.334064,-0.159455,-0.815998,0.577207,-0.619973,ULCER
-0.648536,-0.626667,0.177722,0.368775,-0.915626,0.408794,-0.334561,-0.869309,0.625818,-0.857025,ULCER
-0.598326,-0.626667,0.16633,0.315913,-0.935267,0.234879,-0.177633,-0.841834,0.624295,-0.760617,ULCER
-0.757322,-0.72,0.365311,0.210958,-0.975021,0.128522,-0.207374,-0.864823,0.462382,-0.676902,ULCER
-0.882845,-0.706667,0.549346,0.408366,-0.983236,-0.66694,-0.213216,-0.876814,0.549638,-0.957608,ULCER
-0.882845,-0.706667,0.54785,0.309549,-0.98592,-0.587309,-0.19582,-0.884794,0.423859,-0.957652,ULCER
-0.857741,-0.746667,0.428115,0.365642,-0.827935,-0.061282,-0.199381,-0.829239,0.556268,-0.800325,ULCER
-0.640167,-0.626667,0.186875,0.339353,-0.94432,0.157003,-0.179407,-0.853609,0.581609,-0.771632,ULCER
-0.874477,-0.733333,0.530686,0.410569,-0.982544,-0.397365,-0.190698,-0.88915,0.550567,-0.959304,ULCER
-0.824268,-0.626667,0.286008,0.327759,-0.842111,0.051672,-0.165726,-0.852746,0.539114,-0.767838,ULCER
-0.790795,-0.666667,0.317016,0.327162,-0.952087,0.32775,-0.19841,-0.8455,0.584839,-0.719145,ULCER
0.355649,-0.653333,0.234624,0.410586,-0.997767,0.393857,-0.452532,-0.965408,0.727626,-0.908567,NON_ULCER
0.523013,-0.64,0.211794,0.404492,-0.999536,0.152545,-0.397255,-0.970066,0.687331,-0.935712,NON_ULCER
0.539749,-0.613333,0.184783,0.393748,-0.999307,-0.062782,-0.260669,-0.976191,0.656584,-0.968193,NON_ULCER
0.573222,-0.586667,0.16923,0.42771,-0.999502,0.027826,-0.329199,-0.974293,0.733902,-0.96097,NON_ULCER
0.589958,-0.586667,0.162912,0.448024,-0.999758,-0.155419,-0.308387,-0.990252,0.468469,-0.975462,NON_ULCER
0.564854,-0.586667,0.166125,0.441213,-0.999627,0.061059,-0.408771,-0.990338,0.71228,-0.945361,NON_ULCER
0.67364,1,0.186489,0.457925,-0.999942,-0.236825,-0.372116,-1,0.509716,0.431871,NON_ULCER
0.690377,-0.733333,0.333669,0.568804,-0.998867,0.704354,-0.318381,-0.934353,0.472252,-0.583772,NON_ULCER
0.573222,-0.773333,0.35878,0.567795,-0.99621,0.661211,-0.394062,-0.934957,0.55046,-0.787557,NON_ULCER
0.39749,-0.64,0.204547,0.382402,-0.998215,0.350595,-0.230327,-0.963036,0.787161,-0.921924,NON_ULCER
0.389121,-0.68,0.245891,0.393882,-0.998755,0.52509,-0.385914,-0.960965,0.714792,-0.880674,NON_ULCER
0.506276,-0.613333,0.181943,0.371722,-0.999119,0.107385,-0.219641,-0.968902,0.650355,-0.946897,NON_ULCER
0.506276,-0.6,0.162526,0.391983,-0.999642,-0.004394,-0.22591,-0.970368,0.593856,-0.973903,NON_ULCER
0.514644,-0.586667,0.160843,0.415793,-0.999737,-0.062178,-0.214994,-0.971921,0.705718,-0.953389,NON_ULCER
0.548117,-0.573333,0.155941,0.432281,-0.999415,0.348278,-0.60877,-0.984774,0.602626,-0.967578,NON_ULCER
0.523013,-0.586667,0.163462,0.426706,-0.999412,0.072059,-0.356504,-0.973431,0.808385,-0.935662,NON_ULCER
0.606695,-0.6,0.174217,0.437633,-0.999699,0.145249,-0.503506,-0.988182,0.521803,0.401953,NON_ULCER
0.506276,-0.72,0.312317,0.483228,-0.996134,0.663871,-0.404319,-0.951131,0.536687,-0.859844,NON_ULCER
0.405858,-0.693333,0.266499,0.432924,-0.995821,0.392085,-0.437716,-0.959456,0.546351,-0.932305,NON_ULCER
-0.34728,-0.6,0.117211,0.428183,-0.985479,0.725413,-0.584785,-0.94147,-0.30525,-0.56971,ULCER
-0.539749,-0.613333,0.075795,0.25645,-0.94477,0.156206,-0.169067,-0.890315,0.67543,-0.780691,ULCER
-0.774059,-0.693333,0.222094,0.264972,-0.920471,0.236423,-0.132349,-0.847053,0.497963,-0.78356,ULCER
-0.782427,-0.72,0.378969,0.337134,-0.966927,0.309069,-0.222087,-0.865514,0.595982,-0.9043,ULCER
-0.857741,-0.693333,0.354294,0.491683,-0.991128,-0.217879,-0.206297,-0.861028,0.593173,-0.951577,ULCER
-0.866109,-0.733333,0.495026,0.466744,-0.98405,-0.206667,-0.208463,-0.88199,0.643251,-0.952688,ULCER
-0.899582,-0.706667,0.483902,0.453683,-0.983266,0.016365,-0.209012,-0.866204,0.522724,-0.936977,ULCER
-0.857741,-0.666667,0.22245,0.444278,-0.89796,-0.13611,-0.211487,-0.834976,0.598152,-0.946041,ULCER
-0.849372,-0.64,0.057652,0.371078,-0.63807,0.08386,-0.187039,-0.775367,0.589868,-0.78394,ULCER
-0.623431,-0.626667,0.236224,0.371361,-0.889782,0.25193,-0.181971,-0.854084,0.687981,-0.791138,ULCER
-0.841004,-0.693333,0.225559,0.32942,-0.927952,0.298094,-0.221596,-0.851625,0.546458,-0.909919,ULCER
-0.799163,-0.72,0.426287,0.478963,-0.976769,0.289839,-0.230335,-0.898122,0.70951,-0.915532,ULCER
-0.866109,-0.706667,0.484309,0.414658,-0.994053,-0.076978,-0.185726,-0.895965,0.598519,-0.922472,ULCER
-0.548117,-0.666667,0.195904,0.214619,-0.978571,0.33396,-0.183206,-0.890315,0.628825,-0.869014,ULCER
-0.8159,-0.666667,0.228593,0.380533,-0.756094,0.265651,-0.153419,-0.796416,0.604563,-0.726864,ULCER
-0.76569,-0.64,0.13401,0.331262,-0.905288,0.155096,-0.146546,-0.84908,0.60093,-0.927844,ULCER
-0.757322,-0.626667,0.205866,0.317266,-0.938832,0.261317,-0.195979,-0.867713,0.735738,-0.663031,ULCER
-0.8159,-0.666667,0.160684,0.276767,-0.875128,0.190952,-0.217552,-0.833078,0.473856,-0.91924,ULCER
0.104603,-0.72,0.293112,0.283734,-0.997179,0.233956,-0.626351,-0.964286,0.253249,-0.947289,NON_ULCER
0.138075,-0.733333,0.301237,0.285958,-0.998602,0.154255,-0.653148,-0.976407,0.451565,-0.954616,NON_ULCER
0.196653,-0.746667,0.3147,0.483226,-0.995747,0.599569,-0.338342,-0.923656,0.455852,-0.848731,NON_ULCER
0.414226,-0.733333,0.329411,0.539873,-0.998121,0.586579,-0.465067,-0.939787,0.475836,-0.850492,NON_ULCER
0.004184,-0.653333,0.292638,0.561402,-0.996923,0.688645,-0.479548,-0.941383,0.045603,-0.169373,NON_ULCER
0.640167,-0.6,0.173666,0.383592,-0.999834,0.2602,-0.63208,-0.987578,0.578016,-0.972197,NON_ULCER
0.598326,-0.586667,0.155637,0.353357,-0.998882,-0.005249,-0.354385,-0.978995,0.518313,-0.957059,NON_ULCER
0.439331,-0.586667,0.13653,0.303677,-0.999673,-0.208401,-0.31796,-0.973474,0.478858,-0.969877,NON_ULCER
0.439331,-0.586667,0.131668,0.290319,-0.999449,-0.118147,-0.325137,-0.98141,0.516381,-0.965868,NON_ULCER
0.087866,-0.653333,0.283806,0.516362,-0.997201,0.568082,-0.778791,-0.965882,-0.046263,-0.090835,NON_ULCER
0.648536,-0.6,0.172479,0.377408,-0.999332,0.272895,-0.558834,-0.977959,0.522771,-0.952772,NON_ULCER
0.514644,-0.586667,0.144426,0.323074,-0.99916,0.159572,-0.329868,-0.978304,0.465384,-0.947761,NON_ULCER
0.539749,-0.586667,0.136244,0.29291,-0.999484,-0.154565,-0.333717,-0.979469,0.509947,-0.946924,NON_ULCER
0.447699,-0.586667,0.130469,0.272497,-0.998749,-0.008764,-0.323041,-0.971791,0.540908,-0.948657,NON_ULCER
0.322176,-0.586667,0.13348,0.288395,-0.998346,-0.036677,-0.308298,-0.962993,0.564692,-0.957319,NON_ULCER
0.280335,-0.586667,0.153615,0.330018,-0.993985,-0.106244,-0.324253,-0.956781,0.381047,-0.944711,NON_ULCER
0.263598,-0.693333,0.258285,0.370323,-0.998676,0.595809,-0.740697,-0.973776,0.373556,-0.756302,NON_ULCER
-0.029289,-0.706667,0.267011,0.246128,-0.998609,0.149491,-0.426547,-0.963683,0.465266,-0.848369,NON_ULCER
-0.757322,-0.6,-0.190251,0.023946,-0.636325,0.209049,-0.152297,0.004766,0.881124,-0.650632,ULCER
-0.447699,-0.493333,-0.249913,0.037101,-0.759956,0.476007,-0.322335,-0.35569,0.837383,-0.554759,ULCER
